#{"t_start": 1776774600.5342677, "env_id": "None"}
r,l,t
-98.729229,26,32542.868592
-77.401689,27,32549.153147
-113.831986,27,32555.388444
-107.640077,26,32561.462527
-81.339253,30,32568.06032
-130.795049,19,32572.782866
-90.594133,29,32579.341895
-123.394603,29,32586.117599
-96.866775,26,32592.197404
-71.360556,29,35685.641607
-69.313572,26,35691.660662
-77.390147,24,35697.456272
-73.148313,24,35703.251674
-102.776687,27,35709.303135
-92.033241,27,35715.796654
-75.248137,22,35721.348179
-54.003206,30,35728.937411
-55.085693,27,35735.445052
-86.790929,21,35740.506683
-78.464836,27,35747.203616
-101.042853,24,35753.01535
-102.776687,27,35759.184835
-71.161575,30,38847.058666
-90.793948,29,38853.653158
-73.856151,26,38859.45081
-68.213784,23,38864.891503
-88.060322,29,38871.458229
-84.058153,27,38877.597845
-81.519625,26,38883.758792
-92.746904,24,38889.360818
-98.69898,33,38897.323157
-90.446495,22,38902.558548
-105.109819,24,38908.087641
-93.354005,26,38913.906854
-73.495726,24,38919.251447
-118.710263,21,38924.374033
-56.052121,33,41967.516001
-76.691402,38,41976.175046
-91.38995,28,41982.771585
-84.086186,35,41991.484612
-99.785223,31,41998.814623
-99.466067,33,42006.611802
-83.650836,29,42013.270527
-96.478965,32,42020.585233
-91.935083,26,42026.619527
-96.789049,31,42033.911749
-97.619193,28,42040.542341
-118.878527,23,42045.629568
-79.67545,30,45061.543809
-64.435662,39,45070.795983
-99.636726,33,45078.507664
-82.646294,28,45084.934973
-93.802293,27,45091.078777
-76.604583,39,45100.167274
-118.084287,27,45106.191887
-87.430168,31,45113.769976
-80.50795,32,45121.131454
-38.046997,39,45131.397175
-59.079067,34,45139.028716
-32.157823,38,45148.290779
-76.509427,32,45155.614356
-67.111533,32,48493.232776
-64.947831,36,48503.516889
-98.350412,26,48510.570451
-64.44838,29,48518.990001
-101.332428,24,48525.378851
-74.385008,39,48536.852541
-73.960962,29,48544.722934
-89.874167,33,48553.738701
-69.208946,37,48564.222917
-46.323909,33,48574.009877
-68.11423,35,48583.843779
-83.851794,29,48592.039623
-56.628051,42,52131.800531
-70.02082,35,52141.934721
-70.634308,33,52151.067945
-68.067165,46,52164.325151
-68.067165,46,52177.291602
-85.342746,28,52185.368803
-55.701876,31,52194.083662
-76.174678,34,52203.208926
-56.583993,32,52212.04732
-33.695342,40,52223.953222
-89.993805,25,52231.265596
-94.986919,24,52237.48751
-92.183577,35,52247.48446
-66.743397,35,55740.695145
-21.810583,56,55757.043622
-27.680327,45,55770.167999
-82.296818,27,55778.341065
-24.710412,41,55790.224484
-72.089309,35,55799.786022
-67.33145,33,55808.738314
-51.294118,35,55819.326122
-66.974844,28,55827.440367
-79.33468,26,55834.573798
-82.373512,31,55843.305395
-71.851097,36,55853.240136
-82.289142,27,59321.869581
-86.132069,32,59330.837352
-48.380638,37,59340.913284
-72.833803,31,59349.432925
-55.580568,29,59358.091891
-73.169748,32,59367.398517
-90.026716,31,59376.285701
-80.861488,36,59386.332469
-40.818954,47,59399.669801
-61.865554,33,59409.282734
-49.95534,39,59420.239698
-68.866239,28,59428.648835
-30.561985,49,59443.209056
-26.887267,41,59454.475747
-73.057296,34,62896.487164
-57.406968,38,62907.320222
-41.838431,39,62918.670601
-53.925349,32,62928.068966
-108.482398,26,62935.64313
-74.887307,33,62944.585207
-81.381463,30,62953.410738
-35.179524,49,62967.213785
-55.55541,34,62976.701553
-90.21453,26,62984.533259
-69.944246,40,62995.656878
-55.289852,29,63003.418225
-51.782501,33,63013.036758
-15.987517,46,63026.446152
-46.629104,42,66416.148139
-49.15468,49,66429.920302
7.704228,56,66446.32813
-47.58647,50,66460.753678
-90.559979,37,66471.558503
-55.861486,37,66482.073843
-21.780143,49,66496.431653
-44.229711,36,66506.655999
-41.721877,40,66517.897504
-35.136897,46,66531.583063
-57.128649,53,66546.432566
-59.74792,39,66557.787521
-28.286313,50,69914.060808
-31.790606,40,69925.760853
-58.820067,43,69937.643161
-70.334564,29,69945.997169
-27.328219,54,69960.86515
-45.086287,43,69973.192644
-69.978814,33,69983.03051
-72.07449,36,69993.143857
-74.612237,28,70000.602322
-59.401373,32,70009.857007
-39.336342,40,70022.020628
-36.711923,45,70034.409691
-63.539368,38,70045.049239
-48.94026,43,70057.138626
-56.115386,52,73404.991546
-83.88557,30,73413.764837
-59.640654,32,73422.986776
-24.121316,45,73435.789286
-42.377657,35,73444.682654
-43.732289,40,73455.564785
-81.495006,31,73464.56933
17.04914,55,73481.024835
-23.359119,45,73494.172266
-15.653786,55,73509.432993
-77.016739,30,73518.02503
12.5678,59,73534.666612
-81.284349,28,73542.374696
-70.850681,52,73557.340767
11.503409,57,73573.625749
-23.255732,59,76464.839817
54.764845,75,76482.594859
37.918224,60,76497.602705
-45.379679,38,76506.995272
-38.576758,41,76516.691959
-20.094883,50,76528.824471
8.285715,57,76542.419612
-23.916088,46,76553.045397
4.256432,62,76567.761661
-48.785951,41,76577.766824
12.561329,65,76594.010218
-10.796413,52,76606.364863
-56.183214,36,79396.431162
-11.681126,53,79408.560937
-10.780558,63,79423.808801
-9.725067,54,79436.584138
28.032578,68,79453.4605
81.719719,80,79472.507797
-23.689113,51,79484.490453
-32.055123,45,79495.122445
9.077242,61,79509.419061
-49.145175,36,79518.157346
-66.159794,37,79527.101168
-7.345617,57,79541.087228
-6.803827,52,79553.949493
-67.784646,40,82313.742848
43.596774,64,82328.567826
-65.758834,35,82336.746558
-38.393471,38,82345.520106
-54.582904,38,82354.664125
30.908222,61,82369.105418
-39.344005,43,82379.275236
-40.750357,39,82389.230973
20.160909,60,82404.078527
-30.86148,44,82414.930388
-22.080884,54,82428.167652
-2.764502,56,82441.55565
-55.254911,36,82452.218517
-34.267091,41,82462.422841
25.603104,70,82479.387746
39.088739,68,82495.358769
0.796357,64,85262.269449
21.735916,60,85276.186519
-12.917086,52,85288.279138
-21.777892,72,85305.502
-5.886247,47,85316.557066
-43.526203,45,85327.852197
-21.22285,50,85339.935922
26.468018,59,85353.979877
10.7937,61,85368.41385
-23.836566,52,85380.877891
66.2229,70,85397.726532
-4.718455,53,85410.063352
-19.391045,60,85423.912594
-37.551731,41,88153.105293
-3.836793,48,88164.579357
35.650346,74,88182.280553
-20.611578,52,88194.192047
31.168458,68,88211.649921
2.677235,63,88227.005828
-49.017064,38,88236.151927
-6.122097,51,88248.292156
-49.537176,46,88259.2618
-43.876644,41,88268.884276
-11.823614,45,88279.591717
46.395678,77,88297.547747
-68.901705,44,88307.80998
-17.202393,53,88320.303698
30.246833,61,88334.894408
39.274086,78,91086.545661
9.783116,59,91100.643929
108.003347,87,91121.555621
37.159126,79,91139.768264
11.538279,63,91155.32086
-56.157847,34,91163.726131
17.058381,64,91178.796843
-18.07928,49,91190.136279
54.639793,76,91208.670064
78.887824,87,91228.915837
-25.348437,54,91241.660555
42.921466,72,91258.575808
-19.860694,54,91271.580173
89.548825,82,94004.135727
134.189175,99,94027.916516
80.115278,75,94045.65248
95.229277,81,94064.628481
25.752437,67,94080.47001
152.857313,97,94104.09256
-17.274215,57,94117.760299
16.673561,66,94133.415557
3.691044,65,94149.490987
130.695812,96,94171.998385
23.737886,65,94187.553507
322.256836,142,94222.252011
-5.763345,61,96954.578097
339.027843,155,96991.532904
116.750624,90,97013.134072
180.692652,105,97038.582665
18.777706,64,97053.513546
173.541504,110,97080.63478
22.342325,64,97096.301451
110.80514,98,97119.316106
191.32831,115,97147.123571
125.012958,94,97170.819923
18.22654,65,97185.695746
187.643165,112,97212.039464
38.908796,80,99938.182748
-16.442316,51,99950.251734
116.347537,88,99974.033597
301.686094,154,100009.938741
-25.878614,47,100021.646727
-60.342481,33,100029.711852
135.360879,101,100053.295568
52.756022,71,100070.094263
95.027612,91,100091.481577
19.792757,57,100104.809615
239.479477,125,100134.80759
140.452059,98,100157.852605
29.702658,66,102891.31018
285.303666,145,102925.522575
22.885729,68,102941.746128
155.797545,104,102966.339916
62.72566,73,102983.952763
47.793961,74,103001.166106
264.728366,145,103035.47757
180.097268,114,103061.80371
9.567314,68,103077.708909
3.819363,57,103091.28266
149.181083,107,103116.522703
-17.500648,54,103129.373517
60.638121,83,105899.198995
281.15882,135,105931.06455
16.898921,60,105945.062736
129.723395,101,105968.886736
241.663469,123,105998.63922
205.44204,133,106030.599186
122.343802,103,106055.464211
224.180903,129,106085.595848
281.15882,135,106117.263866
86.550596,89,106138.052996
27.672745,82,106157.397713
256.793216,134,106188.940171
54.474461,94,108923.317134
75.97871,90,108943.99096
140.370772,94,108966.27179
105.349384,97,108988.825078
111.878143,93,109011.253554
58.870857,81,109030.887455
3.220436,58,109044.619713
361.663206,154,109081.36876
63.382358,71,109098.31228
298.303225,144,109131.487223
362.526676,150,109168.358756
12.332087,61,109182.777
58.870857,81,109201.719534
923.318427,267,111991.099953
720.445423,215,112041.810102
263.156908,134,112074.407615
144.421195,104,112099.614185
119.561357,94,112122.098156
268.357581,148,112157.199112
122.995885,92,112179.641631
461.110899,173,112221.119619
173.695333,113,112247.872503
99.959986,85,112267.916384
443.783963,164,112306.766755
230.456353,124,112336.237854
1164.110414,288,115103.76459
196.544722,113,115131.63342
203.454477,116,115159.969238
186.277178,108,115185.51252
6.600794,55,115198.317368
481.281443,179,115241.24737
668.925302,221,115293.573263
5.32492,62,115308.214794
158.334704,101,115332.551517
391.580798,166,115370.807392
234.677984,122,115400.340353
100.468196,91,115421.364495
287.512837,137,118147.126223
89.678728,109,118174.549969
342.173539,161,118212.627581
458.799863,163,118250.837658
155.301849,99,118274.203535
-27.26586,55,118287.488395
76.921505,84,118306.911797
489.499403,171,118348.122155
47.338133,79,118366.988514
406.963305,162,118405.919695
644.31463,211,118455.305104
564.398031,189,118500.694928
175.384768,104,118525.235679
397.886005,160,118564.937406
277.213935,129,118596.449781
823.221174,244,121364.818393
632.5536,213,121415.843675
176.448609,110,121442.903481
867.251252,257,121505.152097
245.203997,126,121534.619632
1020.753752,274,121600.382202
80.164653,88,121621.165991
32.060964,75,121638.808766
427.928472,175,121681.775457
47.648451,68,121697.594728
60.420294,82,121717.158325
208.325213,123,121746.476477
399.999531,164,121785.338198
429.321763,172,121825.673046
93.469829,76,121844.245363
377.42183,153,121879.798864
417.945251,168,121919.453605
263.201023,122,121948.7108
343.537636,149,125059.586543
576.029572,190,125113.850416
67.97203,82,125136.695266
775.305231,235,125204.056103
561.261268,192,125259.122413
968.07861,257,125330.619264
371.465983,153,125374.514018
190.094927,106,125404.549611
579.572547,194,125458.804536
90.852825,89,125484.618433
115.423334,85,125509.33032
194.694832,105,125539.178345
319.783623,143,125579.671951
548.415656,199,128924.26706
160.431876,105,128955.648477
528.937078,193,129010.401857
1020.27926,252,129083.757236
757.073298,226,129149.449858
145.086781,108,129180.907651
666.604803,212,129241.809566
586.826626,195,129297.752263
-37.679307,44,129310.413277
573.624044,193,129365.963361
616.885948,199,129423.376453
1464.645901,330,129519.865737
32.054441,78,129542.431113
1383.858991,314,132891.167999
324.663332,149,132934.376374
1021.323441,257,133009.894559
1724.804666,370,133116.471224
1184.24155,312,133204.272127
1184.24155,312,133295.243526
616.421933,214,133356.441087
215.277998,124,133393.686371
173.211382,104,133422.862898
1383.858991,314,133515.068326
456.852802,176,133566.557753
341.530995,153,133610.840303
192.773268,119,136922.111975
284.125696,132,136961.073593
478.579918,173,137012.254257
1315.927032,289,137095.974582
1031.155276,269,137175.141662
805.180876,239,137245.137951
297.674486,142,137286.225375
1760.433061,348,137386.961407
1648.723517,352,137487.316039
420.836439,172,137538.951192
800.930139,222,137602.889201
1187.941335,278,137682.594151
721.125292,230,137748.770962
1013.246137,263,137824.218023
277.20487,139,137863.970404
392.21177,165,137910.668989
41.264358,55,137925.533835
20.670657,66,141160.976696
2105.255639,382,141270.166509
294.117366,140,141311.213086
242.617058,137,141350.73302
88.763285,82,141373.237695
686.427382,222,141437.126675
74.271496,78,141458.494341
1132.930542,297,141543.991425
2467.742853,427,141666.329638
1323.777549,324,141757.704412
85.402998,76,141779.794218
317.011727,142,141820.010833
158.442787,107,141851.014566
99.106571,85,141875.661756
436.28788,170,145173.529488
171.942413,111,145205.239436
641.365597,196,145259.860414
846.517515,258,145332.86273
-77.537547,39,145343.821629
1223.204953,288,145426.215382
346.524637,147,145469.892769
110.401402,93,145497.59115
415.543951,178,145549.247107
1047.262055,277,145629.829386
332.595287,147,145672.54079
693.245456,229,145739.011391
900.475395,255,145813.255248
632.243199,215,145875.307939
664.659377,213,145936.202073
670.085098,216,145999.026747
1683.447653,352,149350.783462
558.210664,188,149404.545076
368.798832,155,149449.485372
707.605385,216,149510.948717
368.798832,155,149557.020716
1472.826,337,149654.96325
1749.547555,364,149761.812139
2002.039534,395,149875.780613
2516.03496,426,149999.986132
392.580481,155,150044.978666
1490.311223,323,150136.201954
1433.365288,321,150228.330147
462.074365,158,150275.412774
2443.976807,439,153665.816885
1240.027821,298,153752.852217
2496.810634,449,153882.262304
685.826342,203,153942.507781
2333.043853,420,154063.767792
67.367622,83,154088.096467
163.018448,101,154117.351344
2108.669974,404,154234.057685
1268.677303,303,154322.363294
2342.305911,423,154444.871496
483.784187,191,154500.166971
215.484134,123,154536.162051
568.44341,193,157868.275179
1117.526595,273,157946.149605
1418.832311,321,158050.136513
1378.080775,327,158145.647073
565.59423,202,158205.226335
892.134253,248,158277.066844
1650.964021,347,158376.54302
2336.508285,417,158497.337396
664.656496,198,158554.771985
1161.51137,282,158646.74817
1547.976558,346,158748.724031
70.695624,90,158774.809092
1220.589819,302,158869.833918
859.282774,246,158942.373625
591.759316,219,159004.832248
1473.372264,338,162454.105913
451.776191,178,162504.742904
1691.567709,369,162611.074687
1305.225751,320,162702.335156
2686.775998,442,162832.554303
1464.522817,335,162934.793967
2429.863219,438,163060.567209
2394.141889,435,163184.191774
1162.570898,281,163268.030703
743.451492,228,163333.865221
1081.644001,278,163413.583019
627.00601,197,163480.610996
2470.784943,441,166754.945729
1926.343378,381,166864.155556
14.972097,79,166886.706846
355.471159,167,166937.131
1838.174799,355,167048.665609
1273.423803,304,167136.998302
1169.711999,285,167219.89519
1493.792898,330,167314.386551
495.39356,191,167369.598495
1677.052069,358,167475.894926
1931.611493,380,167587.647564
1461.929245,348,167694.791181
303.982795,145,171015.219031
2431.787491,434,171141.775043
-4.506807,67,171161.509977
711.298968,213,171222.290301
1245.456657,301,171318.734083
471.530648,186,171372.140886
339.154355,146,171414.392133
1993.341318,383,171524.569523
1171.357263,276,171605.495072
1273.633321,289,171686.198547
499.362456,187,171741.062727
861.846929,246,171812.040135
-7.378049,70,171837.371761
1273.633321,289,171923.684206
-7.378049,70,171944.269864
1361.378254,308,172034.451905
-2.008522,63,172052.182039
958.242607,262,175459.715835
163.931538,95,175488.122359
1620.988287,317,175580.405161
319.097257,142,175620.61612
1127.428281,292,175704.606461
1043.622265,270,175782.756466
288.80804,149,175826.603121
1452.788192,333,175922.53457
1138.288584,278,176005.222643
2541.482117,439,176142.620798
305.205228,150,176184.752277
1457.633786,327,176278.520469
1584.421687,350,176378.561419
2367.550289,431,179845.037328
-48.398229,37,179856.000396
1687.651261,345,179955.634419
1312.757207,309,180047.453194
224.64388,126,180083.675089
2637.827773,451,180215.277081
-2.636587,72,180240.82604
1474.937544,311,180333.934258
88.420087,97,180360.856131
1655.220814,346,180460.30705
584.71873,175,180511.3963
1299.294903,298,180598.492789
1063.630867,277,180676.555164
2018.131854,398,180790.90701
1063.630867,277,180883.951421
494.595343,174,184249.086494
1509.266849,331,184344.843385
1146.305824,291,184427.747515
1578.822513,344,184534.552974
112.892182,101,184561.509722
386.300288,162,184605.918574
1284.342775,305,184694.602799
723.463621,229,184760.450769
1261.923843,298,184844.791715
2274.039913,432,184970.206577
183.544542,110,185003.139301
1645.578166,361,185113.832252
1620.044127,345,185212.381403
595.109636,196,188585.401345
756.389466,231,188661.869041
381.702787,164,188708.889438
948.114702,254,188783.148525
876.125236,242,188853.288883
575.725402,194,188907.314377
86.864859,99,188936.467401
397.924018,164,188983.901553
397.924018,164,189030.478804
756.389466,231,189096.43727
2288.244,411,189214.604617
269.089163,134,189255.582012
1275.304192,311,189347.520269
749.681259,233,189415.306077
1036.584549,287,189495.814765
2900.257477,429,189617.726494
255.804433,142,192924.740062
1234.131508,304,193013.737964
626.539559,199,193072.224573
413.285285,157,193117.346668
735.863581,219,193182.258657
1158.532722,297,193270.51252
403.14009,146,193312.90834
377.674421,166,193361.342894
838.930777,246,193432.057449
763.644854,232,193499.169986
321.441789,147,193540.172751
2986.826616,436,193668.500666
1680.372918,348,193768.417284
369.693853,162,193817.065567
411.204204,165,193864.822303
1260.723805,280,193948.085004
2467.862883,437,197403.945103
1612.277384,348,197503.196662
158.888484,109,197535.69253
2368.346102,422,197659.203532
1159.234754,245,197731.934978
1741.328064,366,197838.652694
1415.475586,312,197932.748749
1427.770267,323,198023.626774
336.160776,154,198066.734013
2480.680146,444,198193.015598
1396.703186,325,198285.147466
628.971076,224,198351.519279
150.644917,86,198377.223413
834.467678,238,198446.490674
-0.75654,64,198464.337587
311.879519,142,201764.866443
620.364014,199,201823.101535
2030.029843,384,201931.91545
1433.985646,324,202024.810257
1398.586327,331,202118.17627
2461.941135,431,202243.123826
1399.386232,328,202340.052892
2698.943492,442,202467.263004
1632.66691,342,202567.691338
2249.148998,429,202691.774081
1287.782863,293,202777.001487
416.267324,156,202823.2634
588.81306,188,202879.254
1421.005157,295,206296.092246
1926.263541,370,206403.176228
1074.01507,271,206481.713729
2051.259745,349,206584.827945
2741.099042,449,206715.322924
2477.211594,430,206840.622151
799.242975,224,206906.126851
1236.544101,300,206994.815023
1135.257476,271,207074.395649
1432.099214,326,207168.004615
2248.321025,431,207290.613887
2798.124868,430,207418.210598
1943.111842,387,210767.979418
1300.390132,308,210856.717151
1347.768902,313,210949.207683
944.314416,242,211020.345224
544.672489,202,211078.022728
2154.476555,412,211200.177108
1560.467154,332,211295.659021
2680.931131,429,211421.189693
491.388963,171,211473.01281
1461.040285,331,211569.361711
918.879422,243,211639.684827
1840.29108,376,211747.584205
2038.569615,393,215170.852712
418.184228,160,215217.177051
264.193808,133,215256.578199
1698.960313,355,215361.971033
2512.033417,436,215489.167119
1977.694483,381,215599.270626
2866.566502,449,215730.183156
1053.692952,217,215793.890255
2627.512045,444,215922.554847
1701.429225,340,216021.951121
1111.401801,269,216099.842076
2462.401436,435,216227.109864
379.517333,164,216272.262245
391.06497,158,219544.140884
180.244853,108,219573.808944
944.357138,251,219646.545982
1647.953147,348,219746.546334
2508.631875,447,219873.419947
1805.666879,365,219979.343066
2320.786297,427,220102.30513
833.933936,245,220174.628497
975.248292,264,220250.077055
1077.415757,266,220326.180602
710.042412,228,220390.677168
897.920867,243,220461.738113
1576.789556,353,220563.620816
2127.645629,371,223966.484895
757.589554,231,224035.379053
696.170473,220,224099.306928
1722.567011,362,224205.823223
2453.536905,428,224329.387437
502.323228,172,224379.479605
1042.76606,249,224449.804539
2301.657,425,224573.785075
1794.469869,334,224671.969418
81.664046,91,224698.690186
1245.517228,284,224782.079114
1734.843272,359,224885.83993
232.471456,126,224922.319192
1245.517228,284,225004.796255
53.567326,85,228285.016445
608.461423,204,228344.065614
290.740026,161,228389.828206
1238.587641,297,228476.423403
258.73775,134,228513.384442
2403.090931,429,228637.381004
2085.695538,376,228745.897145
2647.529509,431,228872.031665
547.534929,213,228931.700912
2266.340037,405,229051.15946
240.513197,140,229091.16511
2575.604833,438,229221.364281
1920.008881,381,229332.357376
2260.339981,421,229454.753496
2220.724827,416,232803.457204
1320.083464,313,232894.543626
863.80264,242,232962.594478
2488.52582,414,233081.336118
594.135366,190,233137.275214
1622.727238,297,233223.661389
1527.247582,327,233319.26477
-61.176643,52,233334.632787
1953.931635,382,233443.913021
1148.114607,294,233526.922979
2683.609906,450,233658.746584
1776.386284,363,233762.995848
2379.014975,431,237168.69185
978.102923,255,237244.115826
1703.373805,360,237349.167931
1487.341589,330,237446.826497
1558.642844,331,237545.266109
969.301004,267,237623.299499
1843.989044,355,237727.84079
1326.652456,305,237816.646093
1123.67709,289,237898.901459
2379.014975,431,238024.399166
2254.351871,417,238146.087831
2228.572505,420,238269.700272
89.988524,96,241518.318951
1756.440495,355,241622.269338
1206.064877,306,241709.216953
1522.155411,332,241805.299666
524.015587,193,241861.694337
1522.155411,332,241960.237246
497.904914,189,242015.477141
1484.465956,331,242113.649607
491.07454,182,242167.467635
1382.712502,312,242261.691202
1532.802152,337,242359.62154
1541.435126,357,242465.090073
2189.014376,398,242582.070324
2294.365904,417,242703.714811
1532.802152,337,242803.354573
391.513588,148,242847.902431
1894.06615,357,246310.667166
2376.080954,428,246435.914374
2830.863909,462,246573.314674
1096.795871,293,246656.610584
1754.081854,365,246761.642416
1432.532771,323,246856.245747
2413.606297,428,246980.351806
1579.077095,349,247080.698563
1226.478378,291,247167.739691
525.27207,180,247220.833499
2743.266082,466,247355.535682
130.682587,93,247382.061076
1389.014032,313,250822.136183
1049.549828,274,250902.79704
317.563095,158,250947.87072
319.880117,156,250993.062589
1582.333914,342,251092.078967
3080.192136,479,251233.262722
2542.314659,447,251361.904258
1411.306483,317,251436.597691
789.160497,239,251492.272165
136.819999,104,251516.17608
2336.674179,438,251619.950101
2414.89898,440,251725.302258
1077.398608,274,254979.390121
993.501701,262,255053.274966
2412.889844,433,255180.986372
2638.826217,429,255317.405253
2584.00359,439,255447.794219
993.501701,262,255525.077673
3147.440639,468,255663.776226
735.345711,227,255729.656508
2122.959186,394,255854.620946
649.273324,215,255917.228957
1313.656537,306,256006.201644
2566.677681,449,256138.317517
797.605833,228,259550.588114
797.605833,228,259615.768636
2733.50282,427,259739.61184
2425.330373,422,259862.957802
2314.610981,422,259986.059778
2486.827277,434,260125.171674
516.46688,185,260177.337199
545.014048,207,260237.540463
1193.322141,280,260320.288682
1789.56745,337,260418.573842
2280.71105,427,260544.811459
2733.50282,427,260680.096048
490.133685,179,264056.406803
941.002711,265,264134.719629
2493.453171,429,264266.948014
1092.106096,273,264346.578229
2827.980457,444,264475.097571
578.12968,204,264533.999481
389.780137,153,264579.19317
3744.612175,462,264714.501935
86.837092,85,264738.792747
1017.90849,262,264815.308832
2807.938957,433,264942.522405
862.510259,257,265016.028882
2493.469265,430,265140.926019
1668.333506,341,265241.138854
1815.279327,366,268684.053073
463.848369,186,268739.386547
1053.368786,276,268819.729059
2809.206454,455,268957.060942
2603.638751,430,269083.707457
328.38081,146,269125.418565
716.89983,219,269189.977284
1976.387586,383,269303.384627
1602.756625,352,269407.90546
2012.830758,392,269521.779931
1742.388923,348,269624.574774
273.26731,145,269667.211975
2282.712973,417,269792.366674
526.414507,197,269849.175547
328.38081,146,269891.722711
2627.256918,426,273291.314244
1495.562755,328,273387.84781
2593.097915,444,273517.147616
363.400118,156,273563.612366
3047.149911,479,273705.531598
378.717959,153,273749.199363
2597.898774,443,273878.316931
2561.881591,441,274007.270587
2336.025392,426,274132.977227
1385.13385,301,274220.709555
2756.928847,454,274353.011618
2430.092741,419,274473.839556
1606.986278,345,277815.585471
1351.943633,328,277908.725082
1801.244755,359,278013.077695
2315.972428,431,278137.378214
804.69775,244,278208.34038
804.69775,244,278279.100878
1102.008815,287,278362.457538
659.972456,192,278418.623559
125.318528,95,278447.603836
585.538492,192,278504.2924
2933.29437,432,278630.713264
2686.321249,445,278760.092768
148.041428,109,278791.205535
1733.600098,361,278893.864829
1759.950795,346,282278.073524
2644.829787,437,282409.184381
2549.693068,437,282537.33118
2396.013193,427,282664.618513
1418.691997,304,282752.940772
2347.886807,398,282870.550456
893.753942,249,282944.120537
981.07714,259,283020.038299
-10.122848,48,283033.817493
1140.255072,280,283116.755897
929.571935,247,283188.799098
2470.329826,449,283321.351985
2579.248032,448,283450.979465
1418.691997,304,283539.335493
2406.333564,431,286901.238455
761.556699,217,286964.588316
2672.983262,429,287089.194739
761.556699,217,287153.543051
1366.614848,302,287242.758236
1247.321421,299,287330.29931
2436.60203,428,287456.600725
2012.960096,349,287559.582952
3197.962123,483,287700.033777
2401.957562,430,287825.312645
1230.894829,292,287910.519646
515.068612,180,287964.025279
88.841525,97,287991.888946
770.925639,236,288060.618124
209.112645,116,288094.369039
2413.86161,431,291547.939797
816.905796,241,291615.532459
191.041058,109,291649.00578
43.636162,86,291673.398355
