#{"t_start": 1776774600.5527067, "env_id": "None"}
r,l,t
-37.998779,36,62974.103827
40.151535,70,62994.103595
-74.511243,35,63003.892469
-33.248617,44,63016.902979
-65.395419,34,63026.447572
-46.996806,39,63037.239275
-89.711642,27,66411.254442
-11.675231,48,66425.079389
-62.652841,39,66436.536253
-13.047284,47,66450.588438
-51.984196,42,66462.473388
-122.589058,29,66470.760302
-11.335761,54,66486.289522
-76.011103,31,66495.418591
-45.185552,39,66506.635556
-88.122531,33,66515.758127
-65.58038,37,66526.554742
-43.586874,41,66538.399486
13.847072,58,66555.04677
-41.477571,40,69911.2149
-23.197951,45,69924.186718
-5.045816,61,69940.886476
-71.084964,34,69950.920052
-51.88689,44,69963.351991
-32.643448,50,69977.432328
-24.828896,45,69990.216773
-37.508771,38,70001.130058
-36.454203,42,70013.412796
-39.07672,44,70026.354902
-45.808574,44,70038.464242
-51.091114,34,70047.857206
-57.572486,39,70058.946068
10.521104,56,73406.315656
-46.613227,48,73419.777148
-62.73688,31,73428.779705
-70.850681,52,73443.081288
-23.137066,50,73456.775009
-58.606838,39,73467.708165
16.27267,68,73488.099849
34.07542,64,73505.868627
-65.470348,31,73514.754298
-10.134378,61,73531.880959
-13.68679,48,73545.634887
8.847375,56,73561.955499
-26.764749,43,73574.135996
-67.774677,34,76458.438614
-31.689584,43,76468.991851
14.571458,62,76483.917578
-34.426537,38,76493.523684
-35.10313,44,76504.144994
-46.141361,39,76513.269181
-56.360064,34,76521.930924
-33.405245,39,76531.240477
-42.095261,38,76540.193192
-43.065192,39,76549.181058
-21.486521,59,76563.416293
22.230858,69,76580.390581
-28.945738,47,76591.951321
-41.873968,47,76603.011968
165.796469,104,79412.269428
-32.66515,57,79425.840845
-63.496028,39,79435.069551
4.131289,56,79449.152383
32.72599,67,79465.21454
-17.992618,50,79477.124847
-35.461063,48,79488.394085
-49.535457,42,79498.241051
-23.507274,48,79509.4196
-40.998583,57,79523.383079
-30.270779,47,79534.48524
-25.798088,50,79547.11678
-57.611137,35,79555.599421
10.538879,57,82317.79813
-20.521876,50,82329.38146
-2.764502,56,82342.304037
-77.328948,25,82348.141901
-25.902421,42,82358.11731
-3.575089,63,82373.20301
9.585545,59,82387.789553
-38.058046,44,82398.555048
-51.17392,44,82409.280868
1.879281,50,82421.864451
-55.586286,36,82430.671688
-30.86148,44,82440.977417
-39.691281,41,82452.98079
-8.572108,48,82464.969149
120.403429,92,82486.851748
-38.393471,38,82495.968065
-15.50904,49,85258.685501
-9.12948,46,85269.614427
-17.969745,48,85280.510033
0.689754,52,85292.746653
-5.886247,47,85304.022283
-38.176598,49,85315.475449
75.500923,81,85335.573425
-15.50904,49,85347.405316
-10.417741,49,85359.058663
-29.90902,43,85369.272413
-13.863543,57,85383.03287
-41.707427,37,85391.771026
-19.829175,44,85402.115711
-7.266689,54,85414.686892
-45.82301,46,85425.20659
24.742859,57,88156.839441
-42.506007,51,88168.927499
34.583627,74,88186.763815
-12.359753,47,88197.739045
2.677235,63,88213.960712
36.040536,66,88229.69481
-31.822709,40,88239.550291
24.156838,60,88253.723017
26.785831,71,88270.688487
12.597305,61,88285.125277
25.083757,65,88300.307081
24.742859,57,88313.56196
-37.72839,39,88322.634986
68.489521,76,88340.87993
-38.768018,37,91077.08676
114.113221,89,91097.907324
12.515657,65,91113.791697
58.309898,81,91132.554738
-18.07928,49,91144.17424
175.138125,108,91170.468921
18.754522,65,91185.66292
129.581987,92,91207.883923
-18.07928,49,91219.777966
20.339218,62,91233.847019
-2.233047,57,91247.220803
-10.585715,67,91263.195776
47.255372,70,91279.837831
50.415025,77,94002.868099
46.898514,76,94021.355823
22.672752,65,94036.569278
11.716021,61,94050.883082
58.617592,68,94066.941578
93.722635,83,94086.984523
-27.793851,57,94100.595952
246.438324,125,94130.480113
43.575862,69,94147.51283
28.045956,61,94162.414361
-24.817195,45,94172.555818
152.857313,97,94196.052817
-48.83056,43,94207.033991
202.12086,115,96968.259311
22.857768,59,96982.122112
-9.788549,49,96993.368367
-14.479006,55,97006.343787
117.68345,94,97029.060195
52.964599,71,97046.134805
244.316133,130,97077.787737
134.681997,94,97100.504253
150.414745,101,97124.468292
145.280026,101,97149.688724
84.390235,82,97169.577535
-25.630539,48,97180.578213
115.750126,90,97201.746525
11.796466,59,99933.23281
-12.514478,56,99946.420077
97.729905,92,99970.955028
17.024056,54,99984.24753
36.547361,67,100000.459347
-6.548458,57,100013.009647
143.582799,100,100037.511088
160.978893,100,100060.928155
-3.876709,56,100074.032385
-2.07882,57,100087.178875
-3.1777,58,100100.782912
46.019059,64,100116.620416
-17.163916,61,100130.683392
34.538923,65,102890.940584
73.191157,83,102910.84144
54.870809,79,102929.426532
84.690835,83,102949.075882
151.649192,104,102973.649157
36.950494,66,102989.239271
89.711199,81,103008.517294
126.805991,90,103029.669711
42.754416,67,103045.684396
203.10086,110,103071.086421
37.888534,67,103086.869743
329.797619,146,103120.977638
71.800611,83,103140.865278
183.85146,111,105905.898952
82.573187,81,105925.096473
459.986417,189,105969.40401
79.21701,80,105988.905
21.470514,60,106003.269566
82.573187,81,106022.995809
60.638121,83,106042.792126
313.785947,139,106075.653263
194.473492,116,106102.147397
167.683393,106,106127.494804
2.067045,58,106141.320373
54.509936,75,106158.755162
-6.933538,51,106170.841222
91.894531,86,108921.153943
169.867058,108,108946.573307
133.998862,93,108968.571118
203.107313,116,108995.547317
182.853535,109,109021.466564
95.502554,85,109042.085743
109.098967,90,109063.869156
206.17297,126,109093.866799
203.107313,116,109120.480361
161.872977,113,109148.71811
-45.929453,49,109160.442785
57.652742,85,109180.145236
58.982171,72,109196.492215
-18.073089,51,111939.223364
129.34726,96,111962.38956
143.888776,89,111983.976832
127.336904,102,112007.862768
584.72596,194,112054.355694
78.24536,78,112072.939205
627.577327,215,112124.640812
223.90451,124,112154.077184
131.813214,97,112177.562172
138.216793,104,112202.675664
289.312854,136,112235.419689
371.051373,170,112275.767435
39.006866,71,112292.892793
356.966697,161,112330.306549
613.549014,188,115079.025395
55.354796,72,115096.964434
648.556982,210,115148.519299
154.647632,105,115173.548059
30.175456,59,115187.710841
42.636279,71,115205.061768
51.936493,74,115222.359312
138.573361,90,115243.666444
114.602277,95,115266.924127
120.902248,101,115290.037823
336.516807,145,115324.711627
52.719714,70,115341.478611
267.398764,135,115372.330795
73.267939,84,115392.668469
208.71935,118,115419.964696
-27.26586,55,118126.762049
745.307179,224,118182.476891
1434.236807,322,118258.408562
51.261306,67,118273.82106
594.880208,209,118323.585444
448.399151,168,118363.796334
666.293611,213,118414.851335
82.682574,87,118434.861475
255.266605,139,118468.274383
396.142097,152,118504.580974
146.26893,103,118528.935441
203.540756,112,118556.312843
503.087158,188,118602.730896
854.116802,256,121367.860039
956.055785,254,121428.710205
130.633313,92,121451.893059
1757.384006,370,121539.939838
1255.208177,300,121611.485731
173.738404,105,121636.354777
1092.575239,272,121702.175178
317.12188,139,121734.855039
173.738404,105,121760.27692
265.12069,130,121790.855349
844.692888,246,121849.404256
403.04925,172,121889.8369
1469.017143,336,121969.229599
563.088616,193,125071.417974
688.099482,216,125133.08309
477.182641,183,125186.248559
721.032791,229,125251.051871
1142.986351,288,125331.839474
311.613145,140,125371.729107
461.887462,188,125425.095866
276.932414,135,125463.084278
109.015405,92,125489.7431
-6.630204,55,125505.282658
123.41563,99,125534.217838
319.391137,137,125572.324071
395.84334,163,125619.272881
-26.348966,74,128889.529052
346.296122,150,128931.649806
1131.344358,284,129013.582322
398.719539,162,129061.255538
60.054776,75,129082.267593
108.00992,96,129110.16832
594.634124,198,129168.13757
1368.946631,295,129252.725078
1479.890099,329,129347.364563
343.2613,166,129395.248594
860.379727,248,129468.499007
223.842509,139,129508.418684
272.905598,148,129550.835887
328.036753,132,132839.490892
150.737344,99,132867.744847
46.182692,64,132885.754444
358.094305,145,132927.549877
147.417699,121,132963.735882
69.249087,81,132987.208807
277.113671,137,133026.270655
134.070677,96,133053.275616
67.111359,80,133077.051157
120.345059,94,133104.633742
281.027892,136,133143.814702
334.418943,140,133181.889509
1269.418511,301,133268.888845
380.767339,162,133317.146469
495.958913,190,133371.242024
1147.458719,299,133457.945067
348.81961,147,133501.876056
679.705976,210,133562.870704
792.378806,228,133628.380578
324.663332,149,133670.019199
2573.661396,430,137013.95417
1789.624921,376,137123.659948
89.693468,79,137146.526552
1317.573622,303,137235.401498
1423.640468,325,137329.700239
145.980082,98,137358.196301
409.403801,134,137396.785206
982.336406,257,137470.151118
2340.675849,429,137595.508226
119.400271,101,137624.398814
1760.433061,348,137724.70526
1912.100324,377,137832.906868
1498.911824,341,137928.676168
247.70229,133,141180.287035
1069.017918,265,141256.249506
93.837234,88,141281.490598
586.536055,200,141340.011687
496.363392,173,141388.514347
-19.959433,66,141407.481084
458.256573,181,141457.993778
95.78101,87,141482.656061
1648.016506,325,141576.056329
721.004394,216,141638.693501
1897.530004,381,141746.025097
379.011201,168,141795.08835
491.860343,188,141848.272177
182.630782,119,145158.610972
1071.450326,275,145236.235021
147.774788,108,145267.130926
749.255945,243,145335.822015
2156.689114,404,145451.637007
2292.985516,414,145573.52077
173.969476,113,145606.085678
654.38255,209,145666.962832
1847.056985,378,145777.078828
749.561915,227,145842.807019
837.21407,232,145908.970156
586.8206,203,145966.994817
932.481471,253,146041.917645
136.615407,107,149280.81682
336.767875,139,149320.505941
2435.344294,432,149444.283664
-70.987874,37,149455.691596
430.430949,189,149508.587633
1292.40938,312,149601.177549
365.210127,155,149645.745521
175.098902,105,149676.781171
479.466964,176,149728.973368
2427.280875,424,149851.604176
365.210127,155,149896.025734
6.896446,71,149916.656345
288.840356,134,149956.743181
19.087627,73,149977.51244
199.878601,118,150011.531013
231.755478,125,150047.594263
505.954645,187,150100.449273
157.912337,114,150132.544652
220.727869,126,150168.008965
361.821186,155,150212.504659
1492.396896,340,150312.385062
621.719013,206,153599.755052
384.583009,166,153646.198188
2636.293541,420,153769.36301
683.535849,218,153830.873552
378.440383,155,153876.29563
1237.56878,289,153960.608732
838.856174,262,154037.053591
1510.124279,331,154132.582895
1369.55819,322,154225.848119
1182.390028,297,154312.278113
891.172346,257,154385.71966
1319.698809,300,154473.791544
72.921416,93,154500.886458
1.59157,59,157828.605076
2439.989593,431,157953.654716
152.811753,108,157985.814786
842.258884,224,158060.441272
712.417156,218,158124.045977
1934.820774,388,158236.355677
769.781717,204,158296.86654
664.656496,198,158353.012202
2200.903915,397,158467.835073
982.269858,265,158544.834822
1257.01984,296,158636.701537
1510.390574,336,158739.82374
235.519316,116,158773.511073
433.911253,164,158824.316557
595.851046,206,158888.808156
1693.00892,347,158989.976223
204.457275,116,162388.852203
1514.01027,333,162485.904652
461.035393,179,162537.213295
2686.775998,442,162663.748332
548.323603,186,162717.127021
23.870537,70,162738.382388
553.700464,193,162794.161999
927.430317,265,162877.794182
1024.621148,262,162953.857088
1055.837832,279,163034.41582
100.657622,100,163062.210989
2765.462142,441,163187.432025
518.835771,188,163243.774694
1645.764855,347,163344.691283
1008.824164,266,163422.441521
218.352428,128,163467.930695
802.74923,212,166691.591461
519.839491,202,166746.964257
685.290427,212,166808.298972
888.964953,265,166883.833909
1436.252527,322,166979.772657
489.57031,196,167044.356195
2046.775788,400,167159.932997
1077.632715,278,167242.265662
2328.761506,384,167351.118087
1874.08242,375,167462.509248
2544.496151,449,167594.638065
154.192437,106,167625.306005
137.323619,114,167665.111487
1166.648126,279,171053.779845
306.627641,132,171091.144502
2173.157521,403,171210.107863
2260.644751,423,171339.863091
1574.177956,339,171438.723486
1458.663203,335,171534.812571
1582.146124,341,171634.701764
557.750345,199,171689.457122
303.982795,145,171731.839371
278.463066,132,171770.941433
1993.341318,383,171888.448753
715.829267,231,171955.982696
2441.970795,435,172082.660126
2447.196856,427,175509.168644
1165.578503,287,175592.214842
136.230109,105,175621.498301
1511.739505,303,175708.902255
305.690001,135,175748.380253
497.869668,190,175802.61751
2568.423532,434,175929.099308
425.110376,178,175981.777592
1129.937483,287,176074.436946
1620.988287,317,176166.354619
2059.777479,387,176277.170052
1868.900637,370,176383.06594
78.909431,93,176410.033424
1019.34345,273,179798.721682
1784.808818,366,179904.770215
548.136687,194,179961.566817
-48.398229,37,179972.781601
1629.187825,340,180072.158824
424.18942,169,180121.93081
744.740916,229,180189.495677
847.181693,254,180270.640967
361.068831,152,180314.98538
1218.25236,305,180401.430731
760.755231,233,180467.984869
1463.467337,318,180560.828954
1131.036425,278,180642.325323
223.494016,121,180674.630982
1385.614042,320,180768.872488
48.242344,84,180790.85314
1488.188692,324,180897.158182
118.054528,117,184231.978023
519.910719,197,184288.627079
332.888067,141,184329.773289
1424.070183,329,184422.816108
3029.549796,432,184554.212528
508.712788,186,184605.429123
1801.968229,352,184707.631767
1939.395037,386,184817.5057
344.37802,151,184860.944201
2463.820014,435,184987.82175
413.214756,166,185044.33477
205.393279,113,185076.291048
931.013777,253,185149.213781
1287.192563,306,185235.262574
386.746592,162,188575.998047
26.733237,76,188597.986364
197.72293,112,188636.452558
433.943071,168,188688.146774
1275.304192,311,188778.287457
258.789853,161,188825.639821
1368.317742,305,188911.514684
1999.863394,406,189028.284033
2805.947716,433,189153.184452
724.373106,227,189218.206405
2179.900929,392,189334.764202
2511.887098,433,189459.909959
160.129074,116,189492.032614
1221.817182,295,189575.958282
316.383239,161,189621.919388
421.824466,169,192932.863675
1852.412112,370,193041.503986
161.443182,116,193075.333103
77.238486,91,193101.872955
161.422283,102,193131.137008
504.976564,182,193184.867604
2199.634727,381,193297.933868
1369.824738,321,193391.006043
1317.910158,291,193474.142771
929.65971,256,193547.370653
143.606346,127,193584.651736
1432.329382,319,193678.26526
2480.661295,426,193802.599848
689.492862,213,193864.014912
2405.876078,429,193991.073176
493.892571,180,197329.565996
2839.52385,431,197453.898195
3159.764071,478,197593.823186
606.266687,195,197649.800207
829.341439,228,197717.839647
606.266687,195,197775.018424
1430.028561,317,197867.917183
2162.743538,407,197987.374856
1346.678076,320,198076.922283
2482.815974,434,198200.113828
147.336305,112,198231.004439
1535.424071,323,198325.562564
2590.097826,431,198451.546236
2630.18092,454,201855.065494
515.188175,201,201911.552469
956.815399,274,201989.660828
2965.594622,468,202123.196346
1248.891455,302,202209.390646
2647.505104,417,202332.571083
751.372925,241,202402.913498
2461.941135,431,202529.114897
1279.600536,307,202617.119279
544.853917,194,202673.542127
1103.23263,279,202753.985147
1585.537777,337,202854.19782
2685.05599,447,202986.65266
275.042748,127,206247.566919
2107.115744,382,206357.315879
1302.887408,297,206443.477875
534.184811,199,206502.6067
2759.721802,451,206633.736343
1043.252589,266,206711.738847
1454.947032,324,206806.164323
1424.460608,322,206900.503788
382.797508,160,206947.030086
2472.455448,428,207073.310834
169.491778,121,207108.803979
427.489264,169,207156.868037
1179.71691,270,207235.318227
2374.400908,427,207358.120187
2752.42685,422,210777.771088
110.056559,96,210806.153755
194.732775,112,210838.494586
1778.235739,350,210941.278668
2780.668615,451,211071.486982
262.613469,122,211108.933299
1279.766715,310,211199.66173
1667.607113,337,211296.992724
-48.855573,54,211313.237316
1650.058191,339,211411.294373
1110.766812,273,211493.344319
624.216182,199,211551.459488
2452.06347,426,211674.470825
1316.145915,292,211758.441637
558.937686,178,211811.147642
612.333462,189,215111.215581
2515.122854,428,215236.186322
2040.576913,396,215354.408118
3661.174291,496,215498.536517
1780.78555,355,215600.954855
411.524482,157,215646.96471
688.553328,218,215710.678601
1977.694483,381,215821.715527
2681.097416,451,215952.786658
411.589188,163,216000.525953
410.1508,187,216054.667827
2066.477522,396,216169.92814
1891.619119,382,216279.091697
992.242221,270,219575.038791
1834.314012,355,219676.587703
180.244853,108,219709.150394
1726.207772,351,219809.536154
712.867963,220,219871.001919
759.24409,219,219935.277972
180.244853,108,219965.772811
292.080432,139,220006.443534
633.17312,208,220066.614102
285.831247,137,220105.832818
1654.798552,353,220208.57178
1205.739309,271,220286.714702
1541.754153,332,220380.852058
1452.659363,325,220475.353416
1504.042983,317,220566.426743
543.02813,188,223917.185797
712.888586,231,223981.066689
2750.130607,426,224105.925623
1867.241391,371,224215.233948
596.611227,209,224275.42109
1895.212538,392,224389.135217
1274.383418,280,224468.157636
785.463178,237,224536.977235
3044.911411,434,224665.065466
1366.993414,312,224756.590204
3044.911411,434,224882.197618
550.16213,185,224936.074214
1563.106778,333,225033.334958
774.336475,227,228326.463756
1418.201828,328,228420.481068
1693.45845,353,228521.485472
658.31173,219,228585.856253
902.38061,262,228660.092548
1764.953541,362,228765.38336
1874.939582,378,228875.792647
502.439135,190,228928.301191
763.764888,238,228999.73692
689.272959,228,229065.404999
541.940738,183,229118.742218
739.964846,227,229186.667831
1366.955154,321,229280.437699
1227.711891,278,229362.498347
461.035161,178,229412.808635
1295.47696,284,232764.673771
1168.882937,290,232850.004599
2790.648897,447,232976.721138
-16.370677,71,232997.965778
1824.82002,372,233104.578526
1904.84138,363,233210.976075
1140.633664,288,233295.434744
89.152398,92,233321.616238
1864.974668,380,233430.746287
1562.001388,345,233528.34747
1128.927429,265,233607.163641
2335.670145,427,233728.563895
1562.130134,334,233827.332796
1292.086749,298,237130.836613
684.814916,224,237195.398811
265.439256,135,237236.00137
1364.202584,310,237326.338484
63.377696,104,237355.980894
745.374569,220,237421.594981
1096.12652,275,237503.856633
2492.678295,413,237624.797578
59.713543,97,237652.756339
2807.125996,440,237781.997825
722.503733,219,237846.038703
2633.462818,447,237974.773013
452.859728,189,238029.334822
452.859728,189,238085.266952
990.236267,286,238167.743656
767.743192,204,238229.328091
2421.278163,428,241615.700746
1530.602224,338,241711.913395
1846.619823,346,241812.451063
991.587539,276,241891.793818
3261.180929,488,242037.228193
2624.28914,446,242169.376384
2221.277811,392,242286.387281
439.924982,193,242343.022566
1942.394024,376,242453.808173
2307.855571,424,242578.180747
2886.810995,456,242711.623473
2001.041683,371,242821.532579
2121.551171,382,242934.249093
2376.080954,428,246331.373079
1686.866463,317,246423.832043
1625.355872,337,246525.106944
595.503117,190,246581.164283
968.837517,264,246655.313413
1201.897874,301,246741.947297
1584.85888,345,246843.161407
2743.266082,466,246977.867177
1303.080707,318,247068.907511
1141.543228,280,247153.598653
1639.786314,350,247256.076375
2580.530837,436,247381.00666
2791.876931,431,247508.113461
1618.096319,342,250830.751868
1618.096319,342,250930.599802
2721.370412,426,251053.948324
508.389993,189,251108.188162
817.085011,241,251180.43305
2209.98125,381,251295.273879
2350.314481,425,251403.748396
704.588139,223,251456.017658
919.177325,246,251512.78541
2008.951127,381,251603.127565
2373.675601,403,251699.921923
399.470328,176,251742.441308
392.724075,155,251779.793341
390.120666,168,254948.707199
2425.321431,434,255071.995227
1098.823147,277,255154.864273
1957.110622,378,255276.886614
361.569458,156,255321.614182
1059.090444,268,255401.89436
377.47034,150,255445.924512
2624.625095,449,255578.837366
2211.658117,427,255704.226545
2117.498552,398,255821.367174
781.311608,233,255898.089367
1246.044579,322,255991.932924
1931.061453,362,256098.064158
119.748486,100,259513.0719
1947.103934,353,259614.75368
1868.748501,373,259723.613294
1721.24773,346,259823.264044
1190.526255,279,259906.359786
2548.492928,440,260039.654321
1499.230828,323,260139.993961
707.8909,216,260201.111295
2620.260979,440,260331.078241
557.513645,196,260388.603845
797.605833,228,260454.496608
2384.134462,416,260576.950875
2169.297991,419,260711.445291
1092.106096,273,264083.742942
1412.007936,280,264166.098813
1112.291507,272,264253.096016
1465.565259,325,264347.972675
3019.121329,470,264483.8032
2696.391671,439,264612.323597
2354.731031,424,264735.580384
2587.243273,433,264862.57287
1397.192243,314,264954.209131
395.96829,166,265001.161363
1882.012273,368,265108.998596
1888.48838,384,265220.846382
1892.990481,368,265328.047228
1830.825519,383,268688.994018
2575.598923,448,268820.88933
2033.311589,395,268939.709021
1933.271896,378,269051.569369
463.848369,186,269105.409262
1424.498776,321,269199.374751
2640.861863,443,269331.282125
1424.498776,321,269426.309309
283.05537,148,269468.922231
2624.456129,446,269600.203749
2343.141055,408,269721.036984
2968.290869,452,269854.394096
131.243898,134,269893.293732
2704.580404,447,273297.325776
84.972094,97,273326.559155
602.63113,194,273383.026532
2425.654162,428,273507.835324
1331.567784,300,273597.790934
1122.514326,259,273673.217969
1216.87418,300,273760.084016
2617.408262,451,273892.346943
945.684861,262,273967.156585
1550.255008,351,274070.960083
1529.015251,331,274169.108321
1338.374352,320,274262.809199
1781.683007,364,274367.793702
1071.324372,278,274449.151625
204.062695,110,277747.227124
1161.875034,283,277828.92659
1692.211826,347,277928.261205
741.820437,220,277992.157089
2562.744364,433,278116.257291
2639.399489,447,278247.84969
1904.186407,380,278357.347692
1148.132772,280,278439.821969
1263.185081,305,278529.189948
1961.839268,384,278642.166318
1666.071908,348,278744.023639
819.481322,231,278809.877641
719.398916,232,278876.551471
1486.776031,330,282273.177527
1387.475656,303,282365.169843
2165.241617,419,282487.285251
2748.821036,456,282623.733887
1613.889581,337,282722.588528
2404.100196,421,282848.043782
-51.067556,71,282867.240959
1716.98822,359,282972.582671
1192.213545,294,283057.969924
