#{"t_start": 1776774600.5669887, "env_id": "None"}
r,l,t
-101.416884,21,29443.686474
-114.077828,25,29449.723256
-100.05335,23,29455.157803
-80.454226,27,29461.571177
-119.029524,22,32517.580742
-79.641667,24,32523.134583
-94.542267,23,32528.64704
-100.209994,28,32535.180004
-99.736212,29,32541.986215
-106.699243,25,32547.952903
-102.208804,32,32555.349951
-122.849964,26,32561.429806
-67.682442,33,32568.968698
-90.979326,25,32574.691054
-114.327171,26,32580.763347
-85.985882,26,32586.897599
-84.137634,24,32592.536094
-141.824011,16,35682.552068
-96.323519,26,35688.44857
-87.717149,24,35694.258552
-86.362399,24,35700.04899
-86.636085,23,35705.576753
-94.333101,21,35710.430154
-81.843736,33,35718.010056
-99.766313,26,35724.516585
-90.980094,26,35731.194291
-85.610395,24,35737.093064
-141.824011,16,35741.049015
-73.238027,23,35746.559356
-87.717149,24,35752.337826
-93.678996,27,35758.592411
-91.00583,28,38846.359699
-68.925657,26,38852.264018
-92.746904,24,38857.965685
-123.830867,23,38863.354831
-110.084797,23,38868.764919
-90.068673,25,38874.324559
-118.712712,32,38881.49821
-86.719899,31,38888.73779
-94.306355,23,38894.243042
-61.759418,27,38900.718676
-119.830426,32,38908.424583
-112.071921,20,38912.723269
-106.160961,31,38919.833283
-81.520573,31,41966.862462
-56.052121,33,41974.494432
-73.83016,28,41981.041303
-72.895357,27,41987.709669
-100.344894,30,41994.900528
-99.837546,32,42002.875859
-84.187247,28,42009.146983
-100.57159,24,42014.765427
-68.96681,26,42020.550503
-87.752637,28,42027.089127
-76.998411,32,42034.6572
-103.224219,24,42040.151015
-120.571928,25,42045.978731
-93.939932,27,42052.106073
-105.810488,36,45063.231642
-72.344355,25,45069.048882
-110.625967,28,45075.360527
-81.381586,38,45084.056758
-78.585994,27,45090.134153
-67.585026,35,45098.390258
-97.107925,29,45104.844159
-57.523372,37,45114.145659
-45.598384,40,45123.878843
-73.629154,31,45131.760963
-90.25756,33,45139.011818
-67.585026,35,45147.247898
-29.122428,42,45157.192798
-75.314279,33,48493.668797
-72.787344,33,48502.737474
-98.350412,26,48509.785976
-76.34676,28,48517.740604
-53.025063,42,48530.00776
-105.19795,26,48537.601207
-81.345738,32,48546.190059
-67.717686,32,48554.889082
-80.640408,30,48563.130612
-71.919113,30,48571.893947
-87.201673,27,48579.829679
-53.025063,42,48591.546397
-76.589819,30,48599.968853
-83.070039,31,52128.005207
-90.676859,25,52135.567446
-42.428451,43,52147.573362
-62.455395,28,52155.647004
-86.719461,28,52163.79528
-77.151302,28,52171.737527
-63.854751,28,52179.680403
-65.015151,32,52189.002388
-65.975114,37,52199.17969
-44.316647,49,52212.831253
-43.903672,36,52223.185459
-67.497487,24,52230.136017
-80.840254,33,52239.335709
-66.399445,32,55739.6156
-68.574419,32,55749.399516
-110.506489,41,55760.942132
-110.506489,41,55773.359624
-28.27113,51,55787.804479
-68.579605,33,55796.861233
-44.446813,34,55805.985095
-80.742046,27,55814.016315
-60.703507,30,55823.349785
-73.843884,29,55831.210137
-76.804447,36,55841.493386
-60.017102,39,55852.150679
-67.645278,31,55861.319337
-54.098452,39,59325.175762
-70.206826,34,59334.558474
-0.258914,47,59347.322865
-20.77516,41,59359.575137
-77.807787,29,59368.196808
-82.611138,30,59376.803833
-44.226613,47,59389.646021
-75.035107,25,59396.787179
-76.001689,28,59404.63812
-95.537358,33,59414.494686
-101.788212,28,59422.423587
-93.091341,27,59430.375029
-41.073584,34,59440.548673
-58.648304,36,59450.717921
-40.979269,31,62895.454438
-13.940628,50,62909.822349
-78.588434,29,62918.150388
6.231714,49,62932.72125
-33.248617,44,62945.053285
-41.216477,39,62956.164489
-15.987517,46,62969.405766
-76.52642,38,62980.164797
-91.061296,35,62989.875332
-48.916955,35,62999.54944
-53.925349,32,63008.675231
-30.695462,37,63019.706191
-49.586338,35,63029.679397
-41.781444,34,66413.482906
-87.788149,28,66421.567307
-38.088668,42,66433.633146
-43.586874,41,66445.581263
-12.809937,46,66458.596971
-85.494786,30,66467.378516
-52.413871,33,66477.312679
-27.651218,45,66490.344572
-19.088594,47,66503.805222
-50.909199,35,66513.531355
-26.502102,45,66526.542214
-39.557779,44,66539.389005
-88.122531,33,66548.867141
-8.713799,56,69915.923495
-0.082556,64,69934.170169
-106.128095,29,69942.115151
-15.156936,51,69956.272851
-42.164126,42,69968.560574
-49.515036,36,69978.788651
-36.711923,45,69991.429908
-16.43071,46,70004.659309
-27.801807,51,70019.49805
-5.045816,61,70036.62641
-47.632783,44,70049.289671
-70.681934,33,70058.283308
-74.567034,28,70066.009267
-28.028006,44,73402.624498
-65.242834,36,73413.029837
-24.121316,45,73426.122998
-60.003887,32,73435.008862
-11.630472,56,73450.034634
-77.57784,23,73456.282079
-0.159053,54,73472.105517
-47.050595,44,73484.98225
-21.64904,47,73498.594598
-22.012937,44,73511.04487
-43.503434,38,73521.76393
-33.594841,39,73532.599789
17.690104,55,73548.222879
-81.495006,31,73556.846065
-71.702958,30,76457.386482
7.148978,64,76473.342498
0.383157,55,76486.558552
30.694521,66,76502.558199
-69.839909,36,76511.337854
43.354013,64,76526.868243
-47.459864,45,76537.495776
-39.298096,49,76548.820058
-39.771363,43,76559.183139
17.594111,67,76575.400332
-33.460596,37,76584.940657
5.598219,52,76597.429155
-20.102027,52,76609.818337
-6.41728,51,79399.981294
-31.38337,47,79410.661611
-7.595784,52,79423.073071
-66.159794,37,79431.988483
81.719719,80,79451.642656
-0.81159,54,79464.558191
-48.384935,36,79473.277901
-43.619973,49,79484.807303
-56.798402,50,79496.440079
-16.331583,59,79510.460561
-46.540608,40,79520.150587
-50.879309,50,79532.037015
-48.834467,42,79542.725399
-3.575089,63,82319.068374
53.439078,72,82335.764885
20.160909,60,82349.819951
-10.351636,56,82362.948425
119.071227,87,82384.13516
-18.705172,44,82394.830284
27.948504,66,82411.312363
-26.717272,44,82422.463111
-3.960452,61,82437.000822
13.373313,61,82453.832095
120.403429,92,82476.298433
-14.727268,49,82487.924102
-13.463724,46,82498.843031
13.753395,64,85262.244758
-58.021243,47,85273.300101
-52.856714,33,85280.85999
-50.810672,43,85290.856441
133.1155,99,85314.333047
33.199689,74,85332.569118
40.065971,73,85350.088979
93.559018,86,85370.857682
-50.810672,43,85380.824253
-56.777949,40,85390.493337
21.495093,67,85406.486418
-34.08596,41,85416.074993
-19.155031,47,85426.834201
-17.868349,48,88154.76098
133.469063,101,88178.794507
19.930418,67,88194.52463
-0.217467,64,88210.792198
97.397006,82,88230.676909
56.798051,67,88246.77581
301.461792,137,88279.16279
-46.390298,43,88289.598853
-58.702938,36,88297.882775
-39.797674,39,88306.656691
35.650346,74,88324.482242
-29.22969,46,88335.441186
-9.736942,51,88347.203787
94.918379,86,91088.533775
-66.80381,35,91096.622327
-29.266577,58,91110.542912
87.49783,84,91130.32072
-51.82728,44,91140.714387
87.49783,84,91161.498073
52.032764,75,91179.391607
-22.586457,50,91190.901242
62.160397,82,91210.776753
101.879632,89,91231.38584
22.230189,62,91245.892631
57.636189,81,91265.373089
-0.675233,51,91277.363986
25.026852,63,93999.810346
2.356677,59,94013.623898
7.504118,56,94027.058992
26.880136,65,94042.440675
21.315239,63,94057.500684
41.707749,72,94073.923802
141.944285,95,94097.106171
2.616191,51,94109.505677
134.189175,99,94133.020778
65.41946,85,94154.04975
24.386021,61,94168.19363
25.752437,67,94184.074168
-54.279113,32,94191.991522
161.9289,106,94218.090814
33.532541,63,96955.146121
-41.589273,43,96966.1807
15.063093,58,96979.752142
172.020406,109,97005.132208
136.374783,101,97029.59752
173.541504,110,97055.454878
208.404591,121,97085.571675
68.582636,75,97103.737569
32.002335,60,97117.573157
15.461159,56,97130.986898
109.782013,86,97153.30773
33.477132,69,97169.556288
-3.592783,63,97183.783625
20.988421,66,97199.370444
19.046447,65,99934.666249
22.501203,64,99949.595598
25.728047,65,99967.344183
111.964191,91,99989.987155
160.978893,100,100013.013173
2.165762,59,100027.443308
13.307644,60,100042.097855
-12.514478,56,100054.737531
15.745614,61,100068.98428
74.06118,82,100088.336323
-3.712739,68,100104.191942
67.766223,73,100122.265538
133.788299,96,100145.048288
5.828089,59,102889.543951
29.702658,66,102905.437914
75.834684,84,102924.914633
146.771329,98,102948.232553
483.09228,179,102990.61764
29.901957,66,103006.19111
64.413381,76,103024.418722
7.696282,57,103037.960435
178.302324,112,103063.784576
45.677051,73,103080.919687
-25.779341,56,103094.130002
34.034797,62,103108.858045
-0.578782,56,103121.839277
24.256951,63,103136.785396
75.730746,80,105898.243181
18.056356,70,105915.138351
202.436484,121,105943.176593
53.156894,78,105961.889579
281.15882,135,105994.193101
540.181691,184,106038.595515
-9.337472,48,106050.259949
54.777096,79,106068.569527
88.808849,81,106087.588734
66.80523,74,106104.54156
408.507548,146,106139.252926
250.051929,128,106169.322295
213.082505,118,106197.594177
62.478299,82,108920.106709
109.098967,90,108941.220833
149.161227,108,108966.80237
171.092318,103,108990.730682
538.832931,186,109035.596364
263.287407,129,109066.473625
35.487776,75,109084.416667
220.268004,119,109112.089868
60.073445,78,109129.978674
148.145873,102,109155.750411
231.414427,127,109185.500363
14.823751,67,109201.025154
86.958363,87,109222.328799
57.938644,75,111944.84141
584.859606,202,111993.403107
96.979225,98,112016.557459
143.468185,98,112039.647411
92.398407,95,112062.973809
-3.342618,56,112076.408734
276.762101,132,112108.382516
100.67913,84,112128.373299
229.911239,148,112163.468364
109.030231,85,112184.123971
141.055631,99,112207.809132
443.783963,164,112246.747618
99.959986,85,112266.929668
352.003144,152,112303.2436
122.844288,87,112323.862427
142.417811,92,115055.214034
13.396949,60,115070.247779
36.445812,67,115086.564665
114.602277,95,115110.247108
591.094394,200,115159.042127
37.04657,77,115177.59973
433.181193,171,115218.428688
117.125633,95,115240.58812
438.295636,175,115282.161426
385.777574,155,115319.018654
439.181691,171,115359.579312
23.773785,75,115376.829055
69.78435,83,115396.653363
86.057575,89,115417.181705
43.971898,72,118130.609814
72.727069,94,118155.839875
152.233403,105,118180.48964
72.727069,94,118202.884184
0.346858,70,118219.382884
45.346937,65,118235.010761
61.105941,73,118251.60858
175.384768,104,118276.136339
265.70733,142,118309.626945
448.399151,168,118349.98013
424.980848,165,118389.300092
258.102883,128,118420.089507
133.685881,105,118444.930582
317.808812,146,118479.623253
69.380069,89,118500.671334
102.732321,99,118523.95897
346.460264,155,118562.237585
69.757346,77,118581.605379
606.038511,202,121355.135561
151.912633,107,121380.927802
424.970992,162,121419.227123
1757.384006,370,121509.299772
350.455935,154,121545.537257
-53.288111,44,121556.271484
398.500086,159,121594.372896
50.601733,69,121610.258257
1606.095093,354,121695.505092
245.203997,126,121725.173409
205.543056,115,121752.745585
133.725484,96,121775.672396
732.623605,220,121827.257262
259.195372,130,121858.483294
142.665297,108,121883.681576
737.866136,227,121937.311573
98.64485,93,121959.526703
558.495352,194,125071.939302
102.303459,89,125098.103362
71.254184,77,125119.602991
460.240576,161,125166.020961
493.447998,178,125216.519325
311.613145,140,125256.270888
461.221034,175,125305.504629
172.843609,113,125337.275877
634.043525,217,125398.963207
129.228487,108,125429.592573
123.41563,99,125456.836056
41.738082,78,125479.576391
727.608284,218,125542.331613
203.958485,115,125574.269387
310.804739,150,125617.386056
519.769865,197,128923.400199
573.923407,189,128979.471485
251.444246,128,129015.546268
135.023255,110,129047.826543
82.589034,76,129069.966039
594.634124,198,129126.902005
1053.548172,273,129205.992882
576.475468,198,129262.510331
773.358271,231,129329.272655
578.082233,204,129387.932073
607.329027,203,129447.295883
791.500947,240,129517.229582
619.899085,202,129575.819138
294.48518,154,132845.384671
745.156636,227,132911.020754
1657.420223,363,133016.492878
323.702816,162,133062.340887
860.40645,244,133133.599283
451.575011,177,133182.580094
216.002658,125,133219.370819
253.354914,128,133256.249455
1962.755647,382,133366.357028
995.505719,264,133442.835125
1529.209861,331,133540.740621
995.55812,272,133619.30173
509.313624,200,133675.187083
2183.577478,408,137007.537083
-6.479917,45,137021.040891
217.586894,113,137052.94839
240.751675,128,137090.623501
86.845304,83,137115.089742
204.474078,108,137146.506495
68.291814,77,137169.10164
73.253842,75,137191.291247
353.134921,148,137234.281702
297.674486,142,137275.663689
1752.541615,363,137380.402915
226.916814,118,137415.276567
359.745825,164,137461.718835
378.502046,169,137510.313166
662.170727,211,137571.94338
2091.111334,386,137683.584558
1302.969138,302,137770.193509
1832.949431,373,137876.985084
21.839526,68,137896.440363
184.291286,111,137926.905003
933.221061,249,141214.153984
1715.022879,383,141324.20664
346.587259,158,141368.30688
1100.832322,284,141449.176435
347.138355,161,141494.421611
1422.999548,320,141586.904817
292.274491,152,141630.921534
90.181693,86,141655.425785
258.446628,119,141688.444072
606.300109,205,141746.814763
44.565215,72,141767.561676
575.490277,209,141827.058343
228.379422,112,141859.833637
65.981519,90,145150.228353
1280.906826,300,145234.996046
900.475395,255,145307.562233
373.160368,142,145347.754286
873.561218,242,145416.611836
221.331462,119,145451.125368
455.966574,174,145503.112001
2092.588979,393,145617.544438
1416.801921,314,145709.453602
911.148649,250,145781.760911
900.475395,255,145855.231849
568.184169,194,145910.676414
1697.665393,362,146015.892697
40.892137,67,146036.126249
2458.059507,435,149375.004964
893.247643,255,149447.677112
698.120601,217,149509.604733
873.488143,232,149578.351321
707.605385,216,149641.092857
1116.149294,283,149724.577863
174.163322,120,149758.923673
1092.294814,276,149839.156396
382.267338,164,149885.920105
1152.204479,249,149959.973214
1490.311223,323,150052.857593
82.097205,68,150072.604052
336.83707,149,150114.583961
623.132305,201,150170.478607
455.310494,168,150218.893651
665.479831,200,150278.721276
635.531689,209,153600.713127
267.528181,136,153638.252945
1117.019301,279,153719.732246
1269.054155,297,153805.734933
220.035517,119,153839.676919
508.737342,180,153892.730592
-56.018044,54,153908.870029
520.849461,187,153962.705264
2437.783629,432,154088.495628
487.668605,180,154139.856098
553.568078,192,154196.345693
72.921416,93,154222.562627
734.416512,224,154288.009142
1515.657214,312,154377.779511
236.220229,117,154411.636899
338.017634,147,154454.712428
1256.564672,265,154532.331461
1461.205644,337,157909.863677
1682.967674,320,158003.45108
1012.558707,266,158090.277361
2400.627485,431,158216.288605
57.129429,91,158241.090303
2340.640162,410,158360.100132
1593.334375,340,158458.625766
1384.93658,308,158548.059703
2135.155671,394,158672.934838
1530.166856,316,158765.494324
1308.10956,300,158860.487855
1827.939148,367,158967.408826
1231.358013,284,159048.940102
1691.567709,369,162463.224669
488.544855,185,162515.678421
1259.92594,293,162600.598715
960.146464,272,162677.779292
724.592877,226,162744.262645
104.4556,90,162770.337326
813.033617,226,162838.426333
1267.742206,302,162929.163654
2404.429772,427,163052.469401
898.333502,248,163123.94181
940.518451,264,163198.417657
2008.742125,388,163312.076347
2429.863219,438,163448.628924
1858.594924,374,166737.311971
1435.502494,325,166828.851471
2476.659966,422,166952.850135
369.708606,161,166999.365975
549.575832,202,167066.455578
54.473335,75,167087.856303
1805.867628,354,167190.322591
1171.109536,295,167276.793005
2684.577281,468,167412.425253
22.329894,72,167433.461776
803.445077,234,167502.251902
2702.359874,436,167632.530397
173.226351,119,167671.161751
299.732316,142,171014.250653
690.505169,214,171076.252829
66.448055,82,171098.914557
2938.441772,448,171235.139404
58.258277,95,171267.813999
137.934429,95,171294.620983
-4.506807,67,171313.847403
172.760639,107,171343.885183
2425.320813,429,171468.033535
749.825706,215,171529.938307
259.545151,135,171569.489694
2614.808995,441,171695.189599
2938.441772,448,171826.009022
956.487629,236,171900.994982
1185.071837,284,171984.870018
811.941021,239,175452.814375
871.36145,246,175526.709719
125.176421,99,175554.955041
594.102335,203,175613.044142
709.803859,222,175676.352798
2136.409068,397,175790.888188
1013.613712,268,175870.564494
518.978081,195,175925.19884
398.556258,163,175973.92488
1353.4464,286,176066.044193
1383.893461,314,176157.58643
222.003896,124,176193.532099
163.624648,110,176225.729791
105.924884,102,176255.488089
1565.318573,337,176351.184982
595.85444,208,176409.999478
1193.719447,302,179806.858476
1793.033592,357,179910.706589
1203.309214,275,179991.802005
1892.405811,370,180099.670407
1629.187825,340,180199.551093
2670.9874,425,180330.157246
2018.131854,398,180444.433393
584.678435,187,180497.583258
95.868777,90,180524.092398
375.223925,172,180574.151933
2207.28902,411,180691.581226
1555.233122,341,180789.388499
1716.515309,360,180906.024914
1801.968229,352,184299.769081
453.90965,184,184353.667145
1424.070183,329,184455.198661
483.132945,185,184508.861607
446.21445,176,184556.968843
451.698546,180,184607.020874
2528.510419,444,184735.412554
1632.722097,343,184832.817068
1455.65661,313,184923.644109
1656.325453,329,185018.816148
1828.176001,368,185133.112139
101.186251,94,185160.533777
1113.226203,290,185241.789138
1237.638958,300,188616.265354
445.425548,178,188676.425994
221.351498,125,188712.378541
2218.759464,411,188832.535277
939.578735,263,188905.780574
1411.337463,331,189001.873926
1792.202125,359,189104.452351
450.790413,178,189156.487004
2491.806014,436,189284.769139
1216.885966,278,189366.613096
2554.259701,443,189492.012306
1691.74818,352,189592.492204
538.098592,183,189645.214549
2595.965313,435,193010.427083
1844.940273,379,193120.854189
1276.742859,300,193209.395653
1960.574861,371,193319.433729
154.919274,135,193358.401146
1258.448895,304,193446.018225
105.325548,85,193470.033853
946.934265,258,193543.72367
2683.719217,453,193676.81576
630.509557,203,193735.70319
2202.686703,407,193854.490529
2202.686703,407,193974.501705
1139.227943,287,194058.214766
1022.863334,249,197348.707392
2550.33999,433,197474.102472
106.268485,112,197505.914289
1037.525412,262,197583.830654
1384.449669,302,197671.977003
998.674898,256,197747.835275
935.980576,248,197819.75034
818.596247,236,197890.067798
2385.312355,426,198012.553593
520.974467,191,198066.24042
2596.548283,429,198188.645754
1709.660717,364,198291.84655
2458.035878,425,198417.369989
1094.551022,268,201801.77426
2428.263842,435,201925.492895
1144.724986,289,202007.375441
1207.957031,288,202090.046618
399.103689,153,202133.912182
842.08141,251,202205.25458
1669.705828,340,202304.915278
2381.498799,425,202430.061167
2424.641658,430,202554.432312
1192.670807,293,202639.792032
679.209908,210,202700.495264
1763.148094,346,202801.674835
1123.29744,279,202884.792201
788.813011,224,202950.780221
1984.094556,388,206322.30757
1112.316429,275,206402.296024
936.608473,261,206478.035578
496.439758,180,206531.671193
1482.676858,343,206631.121333
400.513278,166,206680.150577
1970.829809,386,206793.08484
2477.211594,430,206917.605731
2131.970987,376,207029.386678
1926.263541,370,207136.589158
1292.32386,301,207223.5465
157.177649,117,207257.159438
1374.702071,322,207349.627471
239.582005,123,210693.196958
1316.145915,292,210775.551951
1650.058191,339,210873.957369
1813.072859,368,210982.635751
1307.798734,312,211072.448097
1730.222102,350,211176.479278
1452.67809,320,211269.57994
1520.023414,347,211370.375245
270.749508,130,211407.846492
1426.779725,316,211502.138751
2431.711689,425,211625.548959
1461.549771,326,211720.193199
2452.06347,426,211845.426952
463.460926,182,215108.932275
1130.68321,282,215191.410834
2994.416775,440,215324.696271
607.360262,216,215385.802438
303.021974,140,215427.222935
208.581684,129,215463.477843
2512.033417,436,215590.27878
262.402381,131,215628.154695
303.021974,140,215668.993623
1846.185199,380,215779.954487
1604.011014,344,215880.567362
169.613427,112,215912.416663
1229.23127,285,215996.008929
1225.592207,291,216079.971358
2486.597085,444,216209.304808
514.278178,193,216263.081635
2330.80587,436,219623.346507
2558.146146,436,219748.63147
2711.639455,454,219877.565872
279.643042,131,219916.179892
610.296324,199,219972.950693
1210.000077,293,220057.97837
817.747533,236,220125.956457
1504.042983,317,220218.411374
3016.279863,429,220341.001258
718.211008,230,220406.092384
2525.745753,439,220534.251451
-2.515683,63,220552.255383
817.747533,236,220631.073245
1380.74878,314,223951.803061
2964.639737,459,224085.160607
540.157903,199,224144.225798
-14.413624,66,224163.721889
1562.613159,332,224259.961208
543.02813,188,224313.551752
2392.096038,433,224437.61044
540.157903,199,224494.86192
2592.037928,438,224623.635722
1604.021398,308,224714.149034
2032.974312,390,224828.22313
707.381605,222,224892.524707
756.272407,213,224954.255359
604.819539,187,225008.447845
2590.189593,432,228384.266063
109.559163,100,228413.525604
949.744344,266,228491.452779
2038.64314,393,228602.827933
1351.467999,306,228691.421398
348.058225,138,228731.432846
2327.95153,423,228854.54356
938.958141,264,228929.25114
2042.480283,389,229044.147569
1993.671375,388,229158.10342
1920.008881,381,229269.642797
774.336475,227,229336.26712
2360.95788,430,229461.756478
2593.658087,423,232805.745576
2577.074829,439,232931.786164
378.561626,143,232972.078358
1562.130134,334,233067.672474
1624.654179,355,233171.778247
2593.658087,423,233296.347983
1377.265861,314,233386.067063
2030.641759,396,233499.404702
-61.176643,52,233513.39717
102.804286,72,233534.286841
1015.685717,274,233615.308817
2802.50502,447,233742.494299
1288.965164,297,233830.542548
2331.088915,425,237166.740267
1008.744377,270,237246.154924
407.630124,168,237296.090585
265.439256,135,237335.417691
51.791888,84,237359.351685
2892.686954,435,237488.875473
216.879929,132,237528.224251
2776.47768,454,237660.92069
2493.952317,440,237789.860376
2776.24676,458,237921.185261
2675.321012,458,238055.113431
745.374569,220,238119.872956
2975.727561,470,238257.576018
1116.412689,270,241569.848903
1480.513434,333,241665.050837
1479.375613,326,241758.669442
1853.719765,358,241863.226744
439.924982,193,241919.433224
2955.725015,468,242058.591076
2650.526794,437,242187.066205
1382.712502,312,242281.386928
1162.504684,287,242365.06804
1853.719765,358,242470.966007
3439.737009,493,242615.578311
356.672549,156,242660.236195
2532.992817,423,242785.931728
1763.61123,355,242891.639509
2329.037978,427,246330.876953
1731.702168,352,246433.938373
2432.573802,438,246564.905031
1203.71411,286,246646.069051
451.531923,154,246691.57373
456.996803,181,246742.430333
2014.765754,389,246855.742301
1349.464525,312,246946.111693
2791.876931,431,247070.1145
1432.532771,323,247166.681328
2156.550142,405,247286.217962
2383.701921,428,247409.420658
1226.478378,291,247494.828525
1586.377987,340,250829.921837
2579.745422,433,250955.870632
2399.1679,423,251079.354686
435.733173,178,251131.100623
1128.604888,284,251214.965381
1129.513681,284,251301.2669
2614.465728,429,251409.658967
-49.546641,57,251422.888565
1399.136314,315,251496.45405
1586.377987,340,251578.255346
1005.117226,278,251642.886774
2614.465728,429,251746.113744
751.740207,226,251800.874835
712.566289,218,254962.699822
726.798862,234,255029.459039
377.47034,150,255071.966347
2206.900957,409,255193.679388
2500.916455,436,255331.501616
2386.945495,430,255460.032651
1313.656537,306,255549.787333
579.285824,208,255612.045267
2663.577933,441,255740.934424
2528.343661,434,255876.592006
2572.714727,439,256004.852168
638.814505,210,256066.275681
658.58335,207,256127.461499
1144.21637,294,259570.036992
339.499681,148,259611.784078
142.184986,116,259645.126389
206.777078,113,259679.560355
1493.806652,344,259776.921066
474.598343,169,259826.840202
2050.010362,389,259940.861434
189.229588,108,259972.996119
39.754631,68,259992.673567
892.10981,250,260077.572635
2519.427745,444,260204.984727
2837.110125,427,260331.055919
3159.676007,472,260469.058239
2013.40769,395,260584.921771
8.870333,49,260599.809032
706.494817,216,260673.342452
389.780137,153,264048.941174
218.423339,112,264081.351346
2273.99436,415,264203.367305
862.510259,257,264285.434497
209.532283,118,264320.722485
2641.776488,431,264445.786345
2124.680803,391,264558.098361
-6.551049,47,264572.271919
1630.963282,337,264670.994947
1712.2344,361,264776.519428
2369.308822,434,264903.594423
1885.643278,355,265005.543042
2822.795999,437,265132.801214
1923.571089,387,265246.596081
798.686284,238,265315.737162
2442.512135,439,268706.171378
1674.832616,339,268805.598309
1674.832616,339,268907.192631
2269.596867,404,269027.889236
2437.738052,434,269153.808634
405.598191,161,269201.014594
1830.825519,383,269314.539247
1323.987424,309,269406.301627
2544.952065,440,269533.693176
2107.839194,396,269651.410068
1831.746817,372,269762.111308
1401.229818,307,269852.492976
1138.314641,283,269936.079908
355.437577,148,273211.917433
1532.604958,304,273299.044074
1101.852158,284,273382.239953
910.96372,251,273457.760184
974.151397,269,273534.287468
2781.60092,461,273670.88255
802.848603,266,273748.040444
993.750544,271,273826.108207
2818.719364,452,273959.19395
3298.259511,446,274090.040756
322.280684,151,274135.049825
2669.044671,454,274267.910285
455.281355,173,274318.474993
2328.701219,431,274443.033304
-0.653184,60,274460.075509
2378.281675,426,277837.99429
460.456195,184,277891.380827
1507.771167,335,277987.796416
3210.820105,448,278116.23006
1320.918014,316,278209.077335
783.437231,228,278274.871882
2572.378249,437,278402.088225
2330.473931,426,278527.54075
1734.175308,346,278629.556487
1179.00232,260,278705.74019
1001.957369,268,278782.930705
2681.652599,433,278906.816313
148.041428,109,278939.019428
2734.634064,443,282308.135535
2662.634374,448,282440.402705
1136.778459,275,282521.400104
2476.435365,422,282647.326877
1486.776031,330,282743.396112
2819.527729,434,282871.532206
2829.058261,442,283001.928771
